OBJECTID,OID_,OBJECTID_1,title,category,target,weapon,killedinac,injured,datetimest,ORIG_OID,POINT_X,POINT_Y
-1,,191,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,8/27/2014 0:00:00,191,605044.900889009237289,4053198.233510855119675
-1,,192,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,8/27/2014 0:00:00,192,593383.393524797051214,4051294.329296019859612
-1,,193,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,8/27/2014 0:00:00,193,602547.156575043452904,4052004.524386838544160
-1,,194,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,2,9,8/27/2014 0:00:00,194,601322.049761048983783,4050900.289571396075189
-1,,195,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,1,8/27/2014 0:00:00,195,597288.154482047888450,4052258.371055748779327
-1,,196,IED EXPLOSION RPT,IED,Friendly,CWIED,3,2,8/27/2014 0:00:00,196,604679.010879516019486,4053970.174382683821023
-1,,197,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,9,8/27/2014 0:00:00,197,599442.478287632693537,4050923.446510497014970
-1,,198,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,1,8/27/2014 0:00:00,198,596709.055218178196810,4052896.077146699186414
-1,,199,IED EXPLOSION RPT,IED,Friendly,RCIED,9,9,8/27/2014 0:00:00,199,598756.720785892684944,4050040.176091042347252
-1,,200,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,9,8,8/27/2014 0:00:00,200,604574.288431977620348,4049721.549661763012409
-1,,201,DETAIN RPT,Detain,Enemy,Unknown,4,9,8/27/2014 0:00:00,201,602819.883583315415308,4050183.250305403955281
-1,,202,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,9,8/27/2014 0:00:00,202,603252.847674706368707,4050964.301988468505442
-1,,203,IED EXPLOSION RPT,IED,Friendly,VOIED,5,9,8/27/2014 0:00:00,203,593246.707624013884924,4050807.398701824713498
-1,,204,IED EXPLOSION RPT,IED,Friendly,VOIED,9,2,8/27/2014 0:00:00,204,604711.793351272703148,4053475.340174769517034
-1,,205,IED EXPLOSION RPT,IED,Friendly,VOIED,2,0,8/28/2014 0:00:00,205,604311.872131343116052,4051160.664012732915580
-1,,206,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,8/28/2014 0:00:00,206,596076.069188558729365,4051743.563589198049158
-1,,207,ASSASSINATION,Assassination,Neutral,Small Arms,1,9,8/28/2014 0:00:00,207,604063.802456540986896,4050800.285275130532682
-1,,208,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,9,8/28/2014 0:00:00,208,599281.004965448169969,4050442.561165574006736
-1,,209,SURVEILLANCE RPT,Surveillance,Friendly,Unknown,9,9,8/28/2014 0:00:00,209,600271.908074476523325,4050267.328337789513171
-1,,210,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,8,8,8/28/2014 0:00:00,210,601027.945479453075677,4049712.519789351150393
-1,,211,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,9,8/28/2014 0:00:00,211,598488.814695202745497,4050084.374651374761015
-1,,212,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,9,0,8/28/2014 0:00:00,212,596357.405210939003155,4051961.054271051194519
-1,,213,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,8/28/2014 0:00:00,213,593397.013089437736198,4050711.085853442549706
-1,,214,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,9,7,8/28/2014 0:00:00,214,597311.705811485182494,4048248.257201755885035
-1,,215,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,8/28/2014 0:00:00,215,604448.263995132758282,4051654.929418531246483
-1,,216,ATTACK RPT,Attack,Friendly,Hand Grenade,9,9,8/28/2014 0:00:00,216,603057.894896239624359,4050174.279930253513157
-1,,217,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,9,8/28/2014 0:00:00,217,599094.368346989154816,4050204.150432386901230
-1,,218,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,0,8/28/2014 0:00:00,218,596298.128471270552836,4052068.050145997665823
-1,,219,ARREST RPT,Arrest,Enemy,Unknown,3,4,8/28/2014 0:00:00,219,596415.093879062565975,4044915.633571404963732
-1,,220,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,9,8/28/2014 0:00:00,220,602219.319601620896719,4050500.323105429764837
-1,,221,DIRECT FIRE RPT,Direct Fire,Friendly,VOIED,0,1,8/28/2014 0:00:00,221,604105.025243417243473,4053072.636779634747654
-1,,222,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,4,2,8/28/2014 0:00:00,222,604685.376974503276870,4054083.963020516093820
-1,,223,IED EXPLOSION RPT,IED,Friendly,VOIED,8,1,8/29/2014 0:00:00,223,605213.057002363842912,4053062.785488200373948
-1,,224,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,8/29/2014 0:00:00,224,604685.376974503276870,4054083.963020516093820
-1,,225,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,9,9,8/29/2014 0:00:00,225,603207.459318407578394,4050069.877982906997204
-1,,226,IED EXPLOSION RPT,IED,Friendly,VOIED,1,2,8/29/2014 0:00:00,226,604370.348255191813223,4054314.277415660675615
-1,,227,DIRECT FIRE RPT,Direct Fire,Friendly,VOIED,8,0,8/29/2014 0:00:00,227,602177.684529014048167,4051344.471889402717352
-1,,228,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,8/29/2014 0:00:00,228,595994.194716333295219,4053014.003174920100719
-1,,229,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,8/29/2014 0:00:00,229,597697.057116630719975,4050653.176458972506225
-1,,230,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,9,6,8/29/2014 0:00:00,230,596870.413224409916438,4046650.184483894146979
-1,,231,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,1,1,8/29/2014 0:00:00,231,603519.954470757977106,4052844.269659291952848
-1,,232,IED EXPLOSION RPT,IED,Friendly,VOIED,1,9,8/29/2014 0:00:00,232,604570.897797618526965,4050789.440384768415242
-1,,233,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,1,5,8/30/2014 0:00:00,233,595926.098151279031299,4045738.829786063637584
-1,,234,(COUNTER-INSURGENCY) DEFECTING RPT,Other,Friendly,Unknown,9,6,8/30/2014 0:00:00,234,596902.723736215615645,4047445.720786127727479
-1,,235,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,9,8,8/30/2014 0:00:00,235,600464.138670501881279,4049805.276334236375988
-1,,236,IED EXPLOSION RPT,IED,Friendly,RCIED,9,8,8/30/2014 0:00:00,236,602025.848063126904890,4049742.394478688947856
-1,,237,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,8/30/2014 0:00:00,237,604753.252047087298706,4053530.579382359050214
-1,,238,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,9,8/30/2014 0:00:00,238,602723.094464152236469,4050270.348983550444245
-1,,239,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,5,9,8/30/2014 0:00:00,239,598433.275173732661642,4050788.155861909966916
-1,,240,ATTACK RPT,Attack,Neutral,Small Arms,9,6,8/30/2014 0:00:00,240,596902.723736215615645,4047445.720786127727479
-1,,241,DETAIN RPT,Detain,Enemy,Unknown,9,8,12/25/2014 0:00:00,241,600464.339188990066759,4049876.168222181033343
-1,,242,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,9,8/30/2014 0:00:00,242,603796.946344059659168,4050732.905758209992200
-1,,243,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,9,8/30/2014 0:00:00,243,603803.020845643128268,4050560.301070838700980
-1,,244,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,1,0,8/30/2014 0:00:00,244,601371.155372266890481,4051334.742303519975394
-1,,245,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,9,8/30/2014 0:00:00,245,602125.817776533891447,4050553.274324958678335
-1,,246,MINE FOUND/CLEARED RPT,Mine,Friendly,Mine,9,9,8/30/2014 0:00:00,246,601838.139725690591149,4050974.524512537755072
-1,,247,ATTACK RPT,Attack,Enemy,GPMG,1,0,8/30/2014 0:00:00,247,598087.236768039525487,4051234.997265914920717
-1,,248,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,1,8/30/2014 0:00:00,248,603386.925686682225205,4053071.232847938779742
-1,,249,MINE STRIKE RPT,Mine,Neutral,Mine,5,9,8/31/2014 0:00:00,249,604616.944476482807659,4050575.512151016853750
-1,,250,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,0,8/31/2014 0:00:00,250,601914.901704452000558,4052021.622665445785969
-1,,251,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,1,8/31/2014 0:00:00,251,597636.115277846809477,4052641.763613739050925
-1,,252,IED EXPLOSION RPT,IED,Friendly,VOIED,8,2,8/31/2014 0:00:00,252,597249.662939762114547,4053382.769038276746869
-1,,253,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,0,9,8/31/2014 0:00:00,253,593926.281437837518752,4050258.474559877999127
-1,,254,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,2,5,8/31/2014 0:00:00,254,596658.165106965578161,4045780.914865035098046
-1,,255,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,1,8/31/2014 0:00:00,255,596526.057609219104052,4052374.084476350806653
-1,,256,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,0,1,8/31/2014 0:00:00,256,604808.126494060968980,4052621.957790591288358
-1,,257,DIRECT FIRE RPT,Direct Fire,Friendly,Mortar,9,8,8/31/2014 0:00:00,257,604411.630615995032713,4049967.971312836278230
-1,,258,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,5,8/31/2014 0:00:00,258,596833.091940917889588,4045616.525720556732267
-1,,259,DETAIN RPT,Detain,Enemy,Unknown,1,9,8/31/2014 0:00:00,259,599006.266013722517528,4050378.619223897811025
-1,,260,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,8/31/2014 0:00:00,260,598658.984119059168734,4051248.457520831841975
-1,,261,DETAIN RPT,Detain,Enemy,Unknown,5,2,8/31/2014 0:00:00,261,595237.387778750271536,4054140.371851342730224
-1,,262,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,8/31/2014 0:00:00,262,596076.459631129633635,4051233.426569187548012
-1,,263,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,8,8/31/2014 0:00:00,263,601691.091176919522695,4049565.956406337674707
-1,,264,IED EXPLOSION RPT,IED,Friendly,VOIED,0,8,8/31/2014 0:00:00,264,600962.570438728318550,4049808.353531039319932
-1,,265,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,7,8/31/2014 0:00:00,265,597078.361566884908825,4048606.850685494486243
-1,,266,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,8,8/31/2014 0:00:00,266,598446.577766239875928,4049791.353723451960832
-1,,267,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,0,8/31/2014 0:00:00,267,604369.528502028901130,4051315.304476271383464
-1,,268,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,6,4,8/31/2014 0:00:00,268,596265.503465551882982,4045427.580399048049003
-1,,269,DISTURBANCE,Disturbance,Enemy,Small Arms,0,1,8/31/2014 0:00:00,269,604513.609735305421054,4052537.258792657405138
-1,,270,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,,9,0,8/31/2014 0:00:00,270,601143.631589879048988,4051436.915590411052108
-1,,271,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,2,8/31/2014 0:00:00,271,604732.106492274790071,4053508.859402562025934
-1,,272,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,8/31/2014 0:00:00,272,601339.830170826404355,4050893.054628039710224
-1,,273,IED EXPLOSION RPT,IED,Friendly,CWIED,9,9,8/31/2014 0:00:00,273,596330.537356000044383,4050195.577820526435971
-1,,274,IED EXPLOSION RPT,IED,Friendly,VOIED,0,2,9/1/2014 0:00:00,274,603019.115554466494359,4053429.591768600977957
-1,,275,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,4,9/1/2014 0:00:00,275,596771.041920554474927,4045202.379548866301775
-1,,276,IED EXPLOSION RPT,IED,Friendly,RCIED,0,9,9/1/2014 0:00:00,276,603498.668786356225610,4050675.778454050421715
-1,,277,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,8,9/1/2014 0:00:00,277,600464.462142436415888,4049780.656552858185023
-1,,278,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,2,9/1/2014 0:00:00,278,604860.449493658728898,4053658.577624101191759
-1,,279,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,6,9/1/2014 0:00:00,279,596776.970786054269411,4046646.442837123759091
-1,,280,IED EXPLOSION RPT,IED,Friendly,CWIED,1,9,9/1/2014 0:00:00,280,601081.469106702832505,4050360.695724306162447
-1,,281,DISTURBANCE,Disturbance,Friendly,Small Arms,0,9,9/1/2014 0:00:00,281,598479.889883287250996,4050184.775202854070812
-1,,282,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,4,9/1/2014 0:00:00,282,596037.663978888420388,4044974.051852955482900
-1,,283,IED EXPLOSION RPT,IED,Friendly,RCIED,0,2,9/1/2014 0:00:00,283,596769.824328705319203,4053418.614857264794409
-1,,284,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,9,1,9/1/2014 0:00:00,284,604158.538223967654631,4052681.574412274640054
-1,,285,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,0,9/1/2014 0:00:00,285,601055.726572233950719,4051218.487610234878957
-1,,286,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,8,9/1/2014 0:00:00,286,598646.097838713438250,4049112.626799662131816
-1,,287,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,9,9/1/2014 0:00:00,287,601924.293607982224785,4050886.614541332703084
-1,,288,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,2,8,9/1/2014 0:00:00,288,604634.809821218950674,4049414.814979881979525
-1,,289,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,9,0,9/1/2014 0:00:00,289,603755.525149005465209,4051329.420948413666338
-1,,290,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,4,0,9/2/2014 0:00:00,290,601973.486737856757827,4051173.191505379509181
-1,,291,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,9/2/2014 0:00:00,291,597132.435684027383104,4052584.843807430937886
-1,,292,ARSON,Arson,Friendly,Small Arms,5,0,9/2/2014 0:00:00,292,598611.604776198044419,4051541.911755901761353
-1,,293,IED EXPLOSION RPT,IED,Friendly,VOIED,9,5,9/2/2014 0:00:00,293,596358.867950951214880,4045695.400810438208282
-1,,294,DIRECT FIRE RPT,Direct Fire,Friendly,VOIED,9,9,9/2/2014 0:00:00,294,599066.807397776516154,4050082.739214540459216
-1,,295,INDIRECT FIRE RPT,Indirect Fire,Neutral,Mortar,0,0,9/2/2014 0:00:00,295,604879.921087215305306,4051295.049364733975381
-1,,296,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,6,9/2/2014 0:00:00,296,597076.317821857519448,4046682.202258436474949
-1,,297,(COUNTER-INSURGENCY) DEFECTING RPT,Other,Friendly,Unknown,9,0,9/2/2014 0:00:00,297,604427.917007738375105,4051277.015280256047845
-1,,298,IED EXPLOSION RPT,IED,Friendly,VOIED,0,9,9/2/2014 0:00:00,298,601373.166522481595166,4050825.997233931906521
-1,,299,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,0,9/2/2014 0:00:00,299,604456.716637520468794,4052216.354349740315229
-1,,300,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,6,9/2/2014 0:00:00,300,597032.810240141348913,4047329.171215185429901
-1,,301,MINE STRIKE RPT,Mine,Neutral,Mine,9,8,9/2/2014 0:00:00,301,603133.970555864158086,4049353.715023733675480
-1,,302,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,9,0,9/2/2014 0:00:00,302,602233.333085729042068,4051173.914455794729292
-1,,303,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,4,9/2/2014 0:00:00,303,596771.041920554474927,4045202.379548866301775
-1,,304,IED EXPLOSION RPT,IED,Friendly,Unknown,2,9,9/2/2014 0:00:00,304,598038.724231027765200,4049978.614232845604420
-1,,305,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,1,9/2/2014 0:00:00,305,596613.408827310544439,4052389.006786883343011
-1,,306,IED EXPLOSION RPT,IED,Neutral,CWIED,9,3,9/2/2014 0:00:00,306,595973.608984328922816,4054697.090044138487428
-1,,307,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,9,1,9/2/2014 0:00:00,307,597363.623156541259959,4052626.439875792246312
-1,,308,IED EXPLOSION RPT,IED,Friendly,CWIED,9,9,9/2/2014 0:00:00,308,598545.108616395271383,4050977.726578520145267
-1,,309,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,0,9,9/2/2014 0:00:00,309,600948.613375467713922,4050164.151424578856677
-1,,310,IED EXPLOSION RPT,IED,Friendly,VOIED,4,0,9/2/2014 0:00:00,310,597906.786014105775394,4051210.924455076921731
-1,,311,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,3,9/2/2014 0:00:00,311,595780.320050012203865,4054654.168486095033586
-1,,312,MEDEVAC RPT,Other,Neutral,Unknown,0,9,9/2/2014 0:00:00,312,602967.904326189309359,4050857.204545574728400
-1,,313,IED EXPLOSION RPT,IED,Friendly,Unknown,9,3,9/2/2014 0:00:00,313,604423.842316742287949,4054526.760365977417678
-1,,314,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,9/2/2014 0:00:00,314,603097.926985703175887,4051889.109345000702888
-1,,315,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,9/2/2014 0:00:00,315,598906.019139644806273,4050556.115507733542472
-1,,316,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,9/2/2014 0:00:00,316,603290.952182329026982,4049817.401891792658716
-1,,317,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,1,8,9/2/2014 0:00:00,317,602560.749234725604765,4049715.273344331420958
-1,,318,IED EXPLOSION RPT,IED,Friendly,CWIED,1,9,9/3/2014 0:00:00,318,601339.830170826404355,4050893.054628039710224
-1,,319,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,1,9/3/2014 0:00:00,319,603059.807395078474656,4052837.127325527369976
-1,,320,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,4,9/3/2014 0:00:00,320,596755.424688618630171,4044755.115242587868124
-1,,321,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,9/3/2014 0:00:00,321,599206.800914157298394,4049551.223948977887630
-1,,322,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,5,0,9/3/2014 0:00:00,322,601790.349269489059225,4051739.655474314000458
-1,,323,IED EXPLOSION RPT,IED,Friendly,VOIED,4,8,9/3/2014 0:00:00,323,599871.366199553129263,4049947.351609677076340
-1,,324,IED EXPLOSION RPT,IED,Friendly,VOIED,0,0,9/3/2014 0:00:00,324,601364.344530336442403,4051345.640225115232170
-1,,325,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,2,9/4/2014 0:00:00,325,605427.164111747057177,4053508.717199068982154
-1,,326,IED EXPLOSION RPT,IED,Friendly,VOIED,5,5,9/4/2014 0:00:00,326,596227.653706806595437,4045551.204259455669671
-1,,327,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,2,0,9/4/2014 0:00:00,327,598015.863877061055973,4051356.304680465720594
-1,,328,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,9,9/4/2014 0:00:00,328,596439.507646486395970,4050633.137747606728226
-1,,329,IED EXPLOSION RPT,IED,Friendly,VOIED,1,0,9/4/2014 0:00:00,329,603930.914393543731421,4051527.537913256790489
-1,,330,IED EXPLOSION RPT,IED,Friendly,VOIED,9,8,9/4/2014 0:00:00,330,601334.405462735798210,4049926.501195807009935
-1,,331,IED EXPLOSION RPT,IED,Friendly,Unknown,9,2,9/4/2014 0:00:00,331,604922.792804408003576,4053626.383835024200380
-1,,332,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,0,9/4/2014 0:00:00,332,603819.789373553940095,4051869.979108023457229
-1,,333,IED EXPLOSION RPT,IED,Friendly,VOIED,8,9,9/4/2014 0:00:00,333,602011.854557604063302,4050522.754010203294456
-1,,334,IED EXPLOSION RPT,IED,Friendly,VOIED,9,4,9/4/2014 0:00:00,334,597306.633721794001758,4044779.810306016821414
-1,,335,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,9,9/4/2014 0:00:00,335,602631.666315188398585,4050515.552533442154527
-1,,336,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,9/4/2014 0:00:00,336,593860.300108105759136,4050149.722977852914482
-1,,337,IED EXPLOSION RPT,IED,Friendly,Unknown,0,9,9/4/2014 0:00:00,337,601312.770284411846660,4050656.123506071511656
-1,,338,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,6,9/4/2014 0:00:00,338,596757.108623827341944,4046658.538832873106003
-1,,339,IED EXPLOSION RPT,IED,Friendly,Unknown,0,1,9/4/2014 0:00:00,339,596012.217232304858044,4052765.064040582627058
-1,,340,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,8,9,9/4/2014 0:00:00,340,601526.202087367069907,4050830.150154294911772
-1,,341,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,8,9/4/2014 0:00:00,341,598446.577766239875928,4049791.353723451960832
-1,,342,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,5,4,9/4/2014 0:00:00,342,596503.743357792613097,4045128.263109647203237
-1,,343,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,9,9/4/2014 0:00:00,343,602813.998697360744700,4051079.082337904721498
-1,,344,IED EXPLOSION RPT,IED,Friendly,VOIED,9,0,9/4/2014 0:00:00,344,602710.061014256789349,4052101.001613371074200
-1,,345,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,9,9/4/2014 0:00:00,345,596503.971005802159198,4050552.803440095856786
-1,,346,PROPAGANDA,Propaganda,Friendly,RPG,3,9,9/5/2014 0:00:00,346,603768.433193199452944,4050193.506142564583570
-1,,347,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,2,9/5/2014 0:00:00,347,595652.130928071681410,4053308.028854975011200
-1,,348,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,9,9/5/2014 0:00:00,348,600030.633478976553306,4050675.100646197330207
-1,,349,IED EXPLOSION RPT,IED,Friendly,Unknown,0,1,9/5/2014 0:00:00,349,602804.987769884755835,4052940.628465021029115
-1,,350,IED EXPLOSION RPT,IED,Friendly,VOIED,9,1,9/5/2014 0:00:00,350,605232.888729326077737,4052352.177222379483283
-1,,351,ARREST RPT,Arrest,Enemy,Unknown,2,9,9/5/2014 0:00:00,351,600375.675812918925658,4050270.692844188306481
-1,,352,MINE STRIKE RPT,Mine,Friendly,Mine,1,0,9/5/2014 0:00:00,352,602217.212327133980580,4051267.974066605325788
-1,,353,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,9,9/5/2014 0:00:00,353,599173.216279676300474,4050692.514232135377824
-1,,354,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,0,5,9/5/2014 0:00:00,354,597487.213805239181966,4045804.683681895956397
-1,,355,ATTACK RPT,Attack,Friendly,Small Arms,0,9,9/5/2014 0:00:00,355,601339.272468812996522,4050044.160517854150385
-1,,356,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,9/5/2014 0:00:00,356,597160.027854363317601,4052739.039139672182500
-1,,357,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,9,9/5/2014 0:00:00,357,601825.220910581061617,4050945.155581219121814
-1,,358,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,9/5/2014 0:00:00,358,597697.057116630719975,4050653.176458972506225
-1,,359,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,1,0,9/5/2014 0:00:00,359,600976.883497583912686,4051173.268413084559143
-1,,360,(COUNTER-INSURGENCY) DEFECTING RPT,Other,Friendly,Unknown,1,1,9/24/2014 0:00:00,360,596696.733546348521486,4053045.179527157451957
-1,,361,IED EXPLOSION RPT,IED,Neutral,CWIED,1,0,9/24/2014 0:00:00,361,598241.734964474337175,4051417.995040306355804
-1,,362,ESCALATION OF FORCE RPT,Other,Enemy,Unknown,1,1,9/24/2014 0:00:00,362,603751.012397903483361,4052779.315536926500499
-1,,363,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,0,8,9/24/2014 0:00:00,363,600681.468267647433095,4049682.557202470023185
-1,,364,ATTACK RPT,Attack,Neutral,Small Arms,1,9,9/24/2014 0:00:00,364,598804.178113880218007,4050881.193210433237255
-1,,365,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,8,9/24/2014 0:00:00,365,604549.690297757508233,4049768.061985641717911
-1,,366,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,9,9/24/2014 0:00:00,366,601029.760291344020516,4050470.138656431343406
-1,,367,INTERDICTION RPT,IED,Friendly,VBIED,0,5,9/24/2014 0:00:00,367,596451.191394289955497,4046363.921808228362352
-1,,368,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,8,9/24/2014 0:00:00,368,601908.572619675192982,4049275.479041894432157
-1,,369,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,9/24/2014 0:00:00,369,604968.881820825044997,4053284.353877661284059
-1,,370,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,0,1,9/24/2014 0:00:00,370,602629.607189230388030,4052506.432633610442281
-1,,371,ASSASSINATION,Assassination,Neutral,Small Arms,0,9,9/24/2014 0:00:00,371,603127.030228179064579,4050179.212986228987575
-1,,372,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,8,9/24/2014 0:00:00,372,604447.626463585533202,4049742.461606151890010
-1,,373,ESCALATION OF FORCE RPT,Other,Neutral,Small Arms,0,1,9/24/2014 0:00:00,373,597447.215382283669896,4052843.864874427206814
-1,,374,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,2,9/24/2014 0:00:00,374,604984.629157837945968,4053371.611770513001829
-1,,375,DIRECT FIRE RPT,Direct Fire,Friendly,RPG,1,5,9/24/2014 0:00:00,375,596888.608906483510509,4046489.583571150433272
-1,,376,MINE STRIKE RPT,Mine,Neutral,Mine,9,0,9/25/2014 0:00:00,376,602878.893607678008266,4051840.302699570078403
-1,,377,DETAIN RPT,Detain,Enemy,Unknown,1,5,9/25/2014 0:00:00,377,597193.541290718480013,4046104.869561505503953
-1,,378,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,1,9/25/2014 0:00:00,378,598040.669280493864790,4052434.121195162646472
-1,,379,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,9,1,9/25/2014 0:00:00,379,605049.155006631975994,4053040.546434914227575
